"","lon","lat"
"2402",NA,NA
"2403",NA,NA
"2404",NA,NA
"2405",NA,NA
"2406",NA,NA
"2407",NA,NA
"2408",NA,NA
"2409",-64.18105,-31.4135
"2410",116,39
"2411",NA,NA
"2412",-117.852006,33.787874
"2413",NA,NA
"2414",-119.20235,50.44979
"2415",90,24
"2416",NA,NA
"2417",-84.38798,33.749
"2418",-46.63611,-23.5475
"2419",-66.87919,10.48801
"2420",NA,NA
"2421",-84.47405,33.844371
"2422",NA,NA
"2423",NA,NA
"2424",14.2246,60.5089
"2425",-0.1278328,51.5072648
"2426",NA,NA
"2427",-84.47405,33.844371
"2428",-56,52
"2429",-84.47405,33.844371
"2430",-85.50033,44.25029
"2431",NA,NA
"2432",-94.25055,46.25024
"2433",-75.03261,42.63376
"2434",NA,NA
"2435",-84.38798,33.749
"2436",-84.47405,33.844371
"2437",NA,NA
"2438",-95.903956,41.132948
"2439",NA,NA
"2440",-93.455509,45.010519
"2441",-84.1542,33.453
"2442",-93.574586,45.168896
"2443",-87.364887,36.538846
"2444",-76.1496,45.1953
"2445",103.61667,-1.6
"2446",-77.036366,38.895112
"2447",-84.47405,33.844371
"2448",-117.170912,32.724103
"2449",NA,NA
"2450",-77.995133,40.696298
"2451",NA,NA
"2452",NA,NA
"2453",-118.021353,35.125624
"2454",NA,NA
"2455",-93.746148,44.844847
"2456",-87.161081,30.59936
"2457",NA,NA
"2458",NA,NA
"2459",NA,NA
"2460",NA,NA
"2461",-84.989796,34.801861
"2462",-116.272921,43.603768
"2463",-73.471148,44.704021
"2464",NA,NA
"2465",NA,NA
"2466",-84.549933,33.952602
"2467",NA,NA
"2468",-70.638717,41.886207
"2469",-78.886424,42.89606
"2470",NA,NA
"2471",NA,NA
"2472",-85.657669,36.354002
"2473",-84.47405,33.844371
"2474",NA,NA
"2475",-84.47405,33.844371
"2476",-84.376294,34.945665
"2477",-81.37924,28.53834
"2478",-78.210376,43.280191
"2479",-84.259836,33.874265
"2480",NA,NA
"2481",-84.47405,33.844371
"2482",-115.14666,36.09719
"2483",NA,NA
"2484",NA,NA
"2485",NA,NA
"2486",NA,NA
"2487",-2.11667,49.21667
"2488",0,0
"2489",-84.49093,34.250547
"2490",NA,NA
"2491",NA,NA
"2492",NA,NA
"2493",-84.3880556,33.7488889
"2494",NA,NA
"2495",NA,NA
"2496",-97.030277,36.134557
"2497",NA,NA
"2498",NA,NA
"2499",NA,NA
"2500",NA,NA
"2501",-122.690794,45.507856
"2502",NA,NA
"2503",-83.50018,32.75042
"2504",NA,NA
"2505",NA,NA
"2506",NA,NA
"2507",-85.04987,33.604458
"2508",-71.33947,-29.95332
"2509",NA,NA
"2510",-118.35313,33.96168
"2511",-84.47405,33.844371
"2512",-85.04987,33.604458
"2513",-81.784956,32.425
"2514",-76.904972,38.885867
"2515",NA,NA
"2516",-83.879494,33.988309
"2517",NA,NA
"2518",-74.49987,40.16706
"2519",NA,NA
"2520",NA,NA
"2521",NA,NA
"2522",-84.47405,33.844371
"2523",33.97335,8.14699
"2524",-84.47405,33.844371
"2525",-84.47405,33.844371
"2526",NA,NA
"2527",-80.804151,35.26002
"2528",NA,NA
"2529",NA,NA
"2530",NA,NA
"2531",NA,NA
"2532",NA,NA
"2533",NA,NA
"2534",NA,NA
"2535",NA,NA
"2536",NA,NA
"2537",NA,NA
"2538",NA,NA
"2539",NA,NA
"2540",-76.904972,38.885867
"2541",NA,NA
"2542",NA,NA
"2543",-84.47405,33.844371
"2544",-84.47405,33.844371
"2545",NA,NA
"2546",-80.847799,32.336836
"2547",NA,NA
"2548",-83.569359,41.720684
"2549",174,-42
"2550",-55,-10
"2551",-85.50033,44.25029
"2552",NA,NA
"2553",-71.05977,42.35843
"2554",-85.50033,44.25029
"2555",NA,NA
"2556",70,30
"2557",NA,NA
"2558",47.75,29.5
"2559",NA,NA
"2560",-84.47405,33.844371
"2561",-93.50049,42.00027
"2562",NA,NA
"2563",-73.992602,40.742185
"2564",NA,NA
"2565",NA,NA
"2566",-99.25061,31.25044
"2567",-84.037859,33.960353
"2568",NA,NA
"2569",NA,NA
"2570",-76.1496,45.1953
"2571",-81.23304,42.98339
"2572",-84.02363,33.96173
"2573",-84.103226,33.929464
"2574",NA,NA
"2575",-1.189,54.525
"2576",-84.38798,33.749
"2577",-81.00009,34.00043
"2578",-71.026964,42.370567
"2579",-78.210376,43.280191
"2580",-1.61396,54.97328
"2581",-1.61396,54.97328
"2582",-84.47405,33.844371
"2583",-98.5,39.76
"2584",-98.5,39.76
"2585",-77.995133,40.696298
"2586",-102.86822,46.53918
"2587",-84.744595,33.68966
"2588",-84.47405,33.844371
"2589",NA,NA
"2590",NA,NA
"2591",NA,NA
"2592",-104.946561,39.899671
"2593",-93.253812,45.050884
"2594",NA,NA
"2595",NA,NA
"2596",NA,NA
"2597",-2.69531,54.75844
"2598",-94.312945,36.68146
"2599",-93.253812,45.050884
"2600",NA,NA
"2601",NA,NA
"2602",-91.789582,43.294252
"2603",NA,NA
"2604",-83.50018,32.75042
"2605",-106.35337,37.67889
"2606",-95.744623,29.100012
"2607",-97.771258,30.326374
"2608",76.72211,30.67995
"2609",-77.38277,44.16682
"2610",NA,NA
"2611",-84.47405,33.844371
"2612",NA,NA
"2613",NA,NA
"2614",-71.230522,41.642297
"2615",NA,NA
"2616",NA,NA
"2617",-84.47405,33.844371
"2618",NA,NA
"2619",-73.992602,40.742185
"2620",-83.571657,34.444832
"2621",NA,NA
"2622",-12.35556,15.38111
"2623",-84.47405,33.844371
"2624",-16.32014,28.4853
"2625",-111.75103,39.25024
"2626",28.06667,-26.36667
"2627",NA,NA
"2628",NA,NA
"2629",NA,NA
"2630",NA,NA
"2631",-86.778098,36.165688
"2632",-84.47405,33.844371
"2633",-84.47405,33.844371
"2634",-83.593543,31.462512
"2635",NA,NA
"2636",NA,NA
"2637",NA,NA
"2638",-84.38798,33.749
"2639",-80.804151,35.26002
"2640",NA,NA
"2641",-84.47405,33.844371
"2642",-84.38798,33.749
"2643",-84.38798,33.749
"2644",-74.434761,40.627379
"2645",NA,NA
"2646",-84.38798,33.749
"2647",NA,NA
"2648",-84.38798,33.749
"2649",151.20732,-33.86785
"2650",NA,NA
"2651",NA,NA
"2652",-84.47405,33.844371
"2653",NA,NA
"2654",NA,NA
"2655",NA,NA
"2656",NA,NA
"2657",NA,NA
"2658",NA,NA
"2659",-72.464571,42.367092
"2660",-86.257817,32.356988
"2661",-83.060184,42.347021
"2662",NA,NA
"2663",-83.00018,40.25034
"2664",NA,NA
"2665",-83.00018,40.25034
"2666",NA,NA
"2667",NA,NA
"2668",NA,NA
"2669",NA,NA
"2670",NA,NA
"2671",NA,NA
"2672",28,53
"2673",NA,NA
"2674",-89.62059,20.9767
"2675",-84.47405,33.844371
"2676",-84.47405,33.844371
"2677",-1.20558,52.86799
"2678",NA,NA
"2679",-76.7902,39.0724
"2680",NA,NA
"2681",NA,NA
"2682",NA,NA
"2683",NA,NA
"2684",NA,NA
"2685",-0.1278328,51.5072648
"2686",NA,NA
"2687",-118.248405,33.973951
"2688",-0.1278328,51.5072648
"2689",NA,NA
"2690",-155.830552,20.237312
"2691",NA,NA
"2692",11.571,48.1345
"2693",NA,NA
"2694",-95.36327,29.76328
"2695",NA,NA
"2696",NA,NA
"2697",17.10674,48.14816
"2698",10.5,51.5
"2699",NA,NA
"2700",NA,NA
"2701",NA,NA
"2702",NA,NA
"2703",NA,NA
"2704",NA,NA
"2705",NA,NA
"2706",-104.963637,39.942081
"2707",NA,NA
"2708",NA,NA
"2709",NA,NA
"2710",NA,NA
"2711",NA,NA
"2712",-84.582433,33.818717
"2713",NA,NA
"2714",NA,NA
"2715",NA,NA
"2716",NA,NA
"2717",-106.28002,43.41136
"2718",NA,NA
"2719",NA,NA
"2720",NA,NA
"2721",-87.809908,33.72005
"2722",NA,NA
"2723",NA,NA
"2724",-93.253812,45.050884
"2725",NA,NA
"2726",NA,NA
"2727",-155.830552,20.237312
"2728",NA,NA
"2729",NA,NA
"2730",-80.5112,43.42537
"2731",NA,NA
"2732",NA,NA
"2733",NA,NA
"2734",-82.567281,35.602711
"2735",-120.479525,34.634285
"2736",NA,NA
"2737",NA,NA
"2738",NA,NA
"2739",-104.862881,39.739249
"2740",NA,NA
"2741",-119.375646,36.303793
"2742",-95.309789,29.813142
"2743",NA,NA
"2744",-89.31683,48.4001
"2745",-122.1994444,47.6105556
"2746",NA,NA
"2747",-90.039451,30.36218
"2748",NA,NA
"2749",NA,NA
"2750",NA,NA
"2751",-79.00453,-2.90054
"2752",-84.47405,33.844371
"2753",19.5,47.75
"2754",NA,NA
"2755",NA,NA
"2756",100,15
"2757",NA,NA
"2758",NA,NA
"2759",-74.216389,40.811908
"2760",NA,NA
"2761",NA,NA
"2762",-90.44341,38.64068
"2763",-95.309789,29.813142
"2764",NA,NA
"2765",NA,NA
"2766",NA,NA
"2767",NA,NA
"2768",NA,NA
"2769",NA,NA
"2770",NA,NA
"2771",-86.75026,32.75041
"2772",NA,NA
"2773",NA,NA
"2774",90.40744,23.7104
"2775",NA,NA
"2776",-84.38798,33.749
"2777",NA,NA
"2778",-117.937007,34.066964
"2779",NA,NA
"2780",NA,NA
"2781",NA,NA
"2782",-80.131851,26.936558
"2783",NA,NA
"2784",NA,NA
"2785",-117.377406,34.111606
"2786",-80.690052,32.426778
"2787",NA,NA
"2788",-94.598583,39.102404
"2789",-74.845997,40.245664
"2790",NA,NA
"2791",NA,NA
"2792",-71.026964,42.370567
"2793",-71.157271,42.488595
"2794",-83.060184,42.347021
"2795",NA,NA
"2796",-71.24783,42.06538
"2797",-84.49093,34.250547
"2798",-89.818139,44.392496
"2799",NA,NA
"2800",-76.1496,45.1953
"2801",-80.742906,28.373
"2802",NA,NA
"2803",NA,NA
"2804",-117.885359,35.187133
"2805",NA,NA
"2806",-96.790329,32.781179
"2807",NA,NA
"2808",-55,-10
"2809",NA,NA
"2810",-74.49987,40.16706
"2811",-83.569359,41.720684
"2812",NA,NA
"2813",-84.33659,33.8651
"2814",-84.38798,33.749
"2815",-84.549933,33.952602
"2816",-116.272921,43.603768
"2817",-114.08529,51.05011
"2818",NA,NA
"2819",NA,NA
"2820",-89.31683,48.4001
"2821",-84.47405,33.844371
"2822",-77.94471,34.225726
"2823",45,25
"2824",NA,NA
"2825",-83.613714,41.376449
"2826",NA,NA
"2827",NA,NA
"2828",-79.950968,40.47441
"2829",-81.088261,32.074679
"2830",-79.4163,43.70011
"2831",-82.793687,41.216488
"2832",-76.5225,3.43722
"2833",NA,NA
"2834",NA,NA
"2835",-81.974838,33.47097
"2836",14.2246,60.5089
"2837",NA,NA
"2838",-84.47405,33.844371
"2839",-79.409117,36.070864
"2840",-118.248405,33.973951
"2841",NA,NA
"2842",-54.86155,47.55162
"2843",NA,NA
"2844",NA,NA
"2845",NA,NA
"2846",-89.31683,48.4001
"2847",-81.047652,29.194
"2848",NA,NA
"2849",-83.069296,40.616604
"2850",-84.38798,33.749
"2851",NA,NA
"2852",-2.4288874,53.577694
"2853",NA,NA
"2854",-122.340888,40.142907
"2855",NA,NA
"2856",-106.65114,35.08449
"2857",-84.47405,33.844371
"2858",NA,NA
"2859",44,33
"2860",-86.778098,36.165688
"2861",-77.94471,34.225726
"2862",-120.50139,44.00013
"2863",NA,NA
"2864",-82.5001,28.75054
"2865",4,50.83333
"2866",-93.291381,44.730944
"2867",-89.31683,48.4001
"2868",NA,NA
"2869",-55,-10
"2870",-77.684264,43.286024
"2871",-95.600405,39.791367
"2872",NA,NA
"2873",-74.78132,10.96854
"2874",NA,NA
"2875",NA,NA
"2876",-93.717232,41.567138
"2877",NA,NA
"2878",NA,NA
"2879",-85.206426,35.017818
"2880",-75.16379,39.95234
"2881",NA,NA
"2882",-96.864075,32.599427
"2883",NA,NA
"2884",-80.09787,26.311102
"2885",-85.206426,35.017818
"2886",NA,NA
"2887",NA,NA
"2888",-84.47405,33.844371
"2889",NA,NA
"2890",-73.58781,45.50884
"2891",NA,NA
"2892",-72.66648,41.66704
"2893",NA,NA
"2894",-75.27074,40.00289
"2895",NA,NA
"2896",-86.2604,39.8647
"2897",-117.90756,34.13362
"2898",-80.239996,25.728662
"2899",-86.2604,39.8647
"2900",NA,NA
"2901",-84.47405,33.844371
"2902",NA,NA
"2903",-85.04987,33.604458
"2904",-78.338825,37.913396
"2905",-84.378934,33.740043
"2906",-91.374308,38.735054
"2907",NA,NA
"2908",-90.205801,29.949674
"2909",NA,NA
"2910",NA,NA
"2911",-88.805889,36.687558
"2912",-99.108227,28.867782
"2913",-89.31683,48.4001
"2914",NA,NA
"2915",-76.61632,39.44307
"2916",-83.50018,32.75042
"2917",NA,NA
"2918",-122.41942,37.77493
"2919",-86.367911,36.44332
"2920",-104.9122,40.33693
"2921",NA,NA
"2922",NA,NA
"2923",-121.832824,37.324412
"2924",NA,NA
"2925",NA,NA
"2926",NA,NA
"2927",NA,NA
"2928",-2.46883,41.76401
"2929",NA,NA
"2930",NA,NA
"2931",-87.735217,43.71011
"2932",-84.38798,33.749
"2933",NA,NA
"2934",NA,NA
"2935",NA,NA
"2936",-86.778098,36.165688
"2937",NA,NA
"2938",-89.123684,37.138385
"2939",NA,NA
"2940",NA,NA
"2941",-89.31683,48.4001
"2942",19.5,47.75
"2943",NA,NA
"2944",-82.626991,31.806871
"2945",-84.38798,33.749
"2946",NA,NA
"2947",NA,NA
"2948",-86.801904,33.456412
"2949",-82.5001,28.75054
"2950",-97.91361,26.1498
"2951",-86.289544,36.201495
"2952",-83.353697,33.992902
"2953",-90.44341,38.64068
"2954",NA,NA
"2955",NA,NA
"2956",NA,NA
"2957",-105.08526,39.47388
"2958",NA,NA
"2959",-98.88374,19.51158
"2960",-84.47405,33.844371
"2961",NA,NA
"2962",31.88644,2.7373
"2963",-2.69531,54.75844
"2964",-71.026964,42.370567
"2965",NA,NA
"2966",NA,NA
"2967",NA,NA
"2968",NA,NA
"2969",NA,NA
"2970",NA,NA
"2971",-96.790329,32.781179
"2972",-81.717,27.8333
"2973",NA,NA
"2974",-84.38798,33.749
"2975",-102.41075,34.23314
"2976",-84.47405,33.844371
"2977",NA,NA
"2978",-122.41648,47.058452
"2979",NA,NA
"2980",NA,NA
"2981",NA,NA
"2982",-58.79138,-34.63401
"2983",-99.65324,19.28786
"2984",-92.0004,31.00047
"2985",NA,NA
"2986",-71.026964,42.370567
"2987",-76.990278,38.59744
"2988",-81.475796,31.628793
"2989",NA,NA
"2990",NA,NA
"2991",47.82615,-22.82223
"2992",-88.88531,30.39603
"2993",-90.205801,29.949674
"2994",NA,NA
"2995",NA,NA
"2996",NA,NA
"2997",-81.00009,34.00043
"2998",-84.38798,33.749
"2999",139.75309,35.68536
"3000",NA,NA
"3001",-84.47405,33.844371
"3002",-122.41942,37.77493
"3003",-116.272921,43.603768
"3004",-71.026964,42.370567
"3005",NA,NA
"3006",-84.197984,33.797412
"3007",NA,NA
"3008",NA,NA
"3009",-97.06271,36.118939
"3010",NA,NA
"3011",NA,NA
"3012",NA,NA
"3013",NA,NA
"3014",-84.47405,33.844371
"3015",-90.07507,29.95465
"3016",NA,NA
"3017",-84.47405,33.844371
"3018",-1.5,51.33333
"3019",-83.961879,33.890533
"3020",NA,NA
"3021",-83.353697,33.992902
"3022",-74.49987,40.16706
"3023",-89.818139,44.392496
"3024",-82.891945,40.01143
"3025",115.494,4.55222
"3026",-80.804151,35.26002
"3027",NA,NA
"3028",NA,NA
"3029",NA,NA
"3030",-117.655583,34.141146
"3031",-84.47405,33.844371
"3032",NA,NA
"3033",-71.026964,42.370567
"3034",-83.50018,32.75042
"3035",-80.170482,25.872868
"3036",NA,NA
"3037",NA,NA
"3038",NA,NA
"3039",-83.50018,32.75042
"3040",-118.12965,33.888014
"3041",NA,NA
"3042",126.97783,37.56826
"3043",NA,NA
"3044",-86.2604,39.8647
"3045",-120.50147,47.50012
"3046",-71.4998,43.66702
"3047",NA,NA
"3048",-84.47405,33.844371
"3049",NA,NA
"3050",33.5064,39.8453
"3051",NA,NA
"3052",NA,NA
"3053",-155.26203,19.564519
"3054",-79.815229,35.706147
"3055",-83.50018,32.75042
"3056",-81.6265,26.71883
"3057",35.21633,31.76904
"3058",NA,NA
"3059",-84.549933,33.952602
"3060",-58.525,-31.5667
"3061",-84.47405,33.844371
"3062",NA,NA
"3063",NA,NA
"3064",-1.4792907,51.2078102
"3065",-79.409117,36.070864
"3066",-91.991044,30.24171
"3067",NA,NA
"3068",NA,NA
"3069",-84.47405,33.844371
"3070",-87.312951,30.383626
"3071",-118.248405,33.973951
"3072",NA,NA
"3073",-83.617554,32.804382
"3074",NA,NA
"3075",-83.50018,32.75042
"3076",NA,NA
"3077",-81.608611,34.310027
"3078",-84.47405,33.844371
"3079",NA,NA
"3080",-83.353697,33.992902
"3081",NA,NA
"3082",120.66667,15.06667
"3083",-84.549933,33.952602
"3084",-0.83333,39.33333
"3085",-84.47405,33.844371
"3086",-84.47405,33.844371
"3087",-1.82549,52.68154
"3088",-73.992602,40.742185
"3089",-95.309789,29.813142
"3090",-90.07507,29.95465
"3091",-83.50018,32.75042
"3092",-74.005973,40.714269
"3093",-90.07507,29.95465
"3094",NA,NA
"3095",-82.289322,34.696203
"3096",-97.13307,33.21484
"3097",NA,NA
"3098",-84.47405,33.844371
"3099",NA,NA
"3100",NA,NA
"3101",NA,NA
"3102",NA,NA
"3103",NA,NA
"3104",-118.248405,33.973951
"3105",NA,NA
"3106",-99.25061,31.25044
"3107",-84.47405,33.844371
"3108",NA,NA
"3109",NA,NA
"3110",-86.778098,36.165688
"3111",NA,NA
"3112",-90.623071,35.835847
"3113",NA,NA
"3114",NA,NA
"3115",NA,NA
"3116",NA,NA
"3117",NA,NA
"3118",-83.252377,32.286281
"3119",-90.161821,29.984643
"3120",-97.997166,29.972907
"3121",NA,NA
"3122",-12.35556,15.38111
"3123",-84.38798,33.749
"3124",NA,NA
"3125",-84.47405,33.844371
"3126",NA,NA
"3127",NA,NA
"3128",NA,NA
"3129",NA,NA
"3130",NA,NA
"3131",-0.01657,5.6698
"3132",37,-0.75
"3133",-97.83227,32.42993
"3134",NA,NA
"3135",NA,NA
"3136",NA,NA
"3137",-83.256164,31.197805
"3138",-88.103184,30.701142
"3139",NA,NA
"3140",NA,NA
"3141",-84.38798,33.749
"3142",-84.47405,33.844371
"3143",-84.38798,33.749
"3144",NA,NA
"3145",-1.55336,47.21725
"3146",NA,NA
"3147",-83.50018,32.75042
"3148",NA,NA
"3149",-1.56667,51.76667
"3150",-0.75,51.75
"3151",-83.50018,32.75042
"3152",-106.28002,43.41136
"3153",-85.50033,44.25029
"3154",-2.45,42.46667
"3155",NA,NA
"3156",-97.09167,31.80238
"3157",-87.97643,41.875379
"3158",-84.38798,33.749
"3159",NA,NA
"3160",-95.585826,30.094886
"3161",NA,NA
"3162",NA,NA
"3163",-90.205801,29.949674
"3164",NA,NA
"3165",NA,NA
"3166",NA,NA
"3167",NA,NA
"3168",-122.41942,37.77493
"3169",-102,23
"3170",NA,NA
"3171",NA,NA
"3172",11.07752,49.45421
"3173",-0.37739,39.46975
"3174",NA,NA
"3175",NA,NA
"3176",NA,NA
"3177",NA,NA
"3178",NA,NA
"3179",NA,NA
"3180",NA,NA
"3181",-80.31923,40.75201
"3182",NA,NA
"3183",-75.27823,40.21094
"3184",NA,NA
"3185",76.98839,29.69009
"3186",NA,NA
"3187",2.15899,41.38879
"3188",-2.46883,41.76401
"3189",NA,NA
"3190",NA,NA
"3191",NA,NA
"3192",NA,NA
"3193",NA,NA
"3194",NA,NA
"3195",NA,NA
"3196",NA,NA
"3197",NA,NA
"3198",NA,NA
"3199",NA,NA
"3200",NA,NA
"3201",NA,NA
"3202",NA,NA
"3203",NA,NA
"3204",NA,NA
"3205",NA,NA
"3206",NA,NA
"3207",NA,NA
"3208",-98.5,39.76
"3209",-81.00009,34.00043
"3210",NA,NA
"3211",NA,NA
"3212",-104.9847,39.73915
"3213",-74.005973,40.714269
"3214",NA,NA
"3215",-82.5001,28.75054
"3216",-118.248405,33.973951
"3217",6.65,44.9
"3218",-97.771258,30.326374
"3219",-117.692883,35.590326
"3220",NA,NA
"3221",NA,NA
"3222",-117.373184,33.99504
"3223",NA,NA
"3224",NA,NA
"3225",-73.86641,40.84985
"3226",-103.211191,40.715081
"3227",-104.9841667,39.7391667
"3228",NA,NA
"3229",NA,NA
"3230",NA,NA
"3231",NA,NA
"3232",NA,NA
"3233",-115.13722,36.17497
"3234",-84.66049,33.793995
"3235",-98.5,39.76
"3236",-84.197984,33.797412
"3237",-105.50083,39.00027
"3238",NA,NA
"3239",-71.026964,42.370567
"3240",NA,NA
"3241",NA,NA
"3242",-116.846046,33.016928
"3243",-104.857828,38.861469
"3244",-115.967051,34.839964
"3245",NA,NA
"3246",NA,NA
"3247",NA,NA
"3248",NA,NA
"3249",NA,NA
"3250",-81.64788,30.467122
"3251",NA,NA
"3252",NA,NA
"3253",NA,NA
"3254",NA,NA
"3255",-77.841359,40.77893
"3256",NA,NA
"3257",-79.143906,36.806804
"3258",NA,NA
"3259",NA,NA
"3260",NA,NA
"3261",-74.005973,40.714269
"3262",-97.347235,40.892072
"3263",-83.50018,32.75042
"3264",NA,NA
"3265",-75.40058,9.40107
"3266",-122.690794,45.507856
"3267",-99.25061,31.25044
"3268",NA,NA
"3269",-118.248405,33.973951
"3270",NA,NA
"3271",-76.5225,3.43722
"3272",NA,NA
"3273",NA,NA
"3274",2,46
"3275",-84.38798,33.749
"3276",NA,NA
"3277",-118.021353,35.125624
"3278",NA,NA
"3279",-84.47405,33.844371
"3280",NA,NA
"3281",-92.0004,31.00047
"3282",-98.5,39.76
"3283",-96.66696,40.8
"3284",-91.185607,30.44924
"3285",-84.47405,33.844371
"3286",NA,NA
"3287",-7.86407,42.33669
"3288",-89.990415,35.169255
"3289",NA,NA
"3290",-86.7489,35.7449
"3291",-80.98981,34.01932
"3292",NA,NA
"3293",-74.093323,40.623632
"3294",-89.75036,32.75041
"3295",-90.44341,38.64068
"3296",30.05,0.83333
"3297",-75.4999,43.00035
"3298",-95.309789,29.813142
"3299",82.65802,26.55063
"3300",-8.41667,30.5
"3301",-98.44228,35.15923
"3302",-6.41667,54
"3303",-111.50098,34.5003
"3304",NA,NA
"3305",38.6,38.4333
"3306",NA,NA
"3307",NA,NA
"3308",-83.50018,32.75042
"3309",-99.25061,31.25044
"3310",NA,NA
"3311",-89.77096,43.62748
"3312",-106.753893,32.290052
"3313",-84.498844,33.869656
"3314",NA,NA
"3315",NA,NA
"3316",-82.075673,33.517358
"3317",-84.47405,33.844371
"3318",-112.07404,33.44838
"3319",-112.07404,33.44838
"3320",-84.02363,33.96173
"3321",NA,NA
"3322",NA,NA
"3323",-71.31617,42.63342
"3324",-121.89496,37.33939
"3325",NA,NA
"3326",-113.64258,60.10867
"3327",-80.958995,34.026415
"3328",-121.705327,37.189396
"3329",NA,NA
"3330",NA,NA
"3331",-90.07507,29.95465
"3332",-71.414451,41.82275
"3333",-71.6892,41.89342
"3334",NA,NA
"3335",-91.8749,31.1801
"3336",-98.5,39.76
"3337",NA,NA
"3338",NA,NA
"3339",NA,NA
"3340",NA,NA
"3341",NA,NA
"3342",14.53294,40.92201
"3343",-75.163789,39.952335
"3344",NA,NA
"3345",-76.935795,38.817263
"3346",NA,NA
"3347",-75.51491,40.13038
"3348",NA,NA
"3349",-106.651137,35.084491
"3350",-5,32
"3351",-75.16379,39.95234
"3352",-104.930275,40.089891
"3353",-86.13216,39.775092
"3354",-74.49987,40.16706
"3355",-84.47405,33.844371
"3356",NA,NA
"3357",NA,NA
"3358",-111.583739,33.32865
"3359",-80.804151,35.26002
"3360",-80.804151,35.26002
"3361",NA,NA
"3362",-118.021353,35.125624
"3363",NA,NA
"3364",-91.185607,30.44924
"3365",NA,NA
"3366",-83.353697,33.992902
"3367",-72.66648,41.66704
"3368",NA,NA
"3369",NA,NA
"3370",NA,NA
"3371",-111.78854,40.6855
"3372",-84.51633,39.13145
"3373",NA,NA
"3374",107.44333,-6.55694
"3375",NA,NA
"3376",NA,NA
"3377",NA,NA
"3378",NA,NA
"3379",-74.49987,40.16706
"3380",NA,NA
"3381",NA,NA
"3382",-74.010241,40.702898
"3383",-74.72072,40.07261
"3384",NA,NA
"3385",-106.783682,35.268498
"3386",NA,NA
"3387",NA,NA
"3388",-82.840971,34.129737
"3389",NA,NA
"3390",-72.66648,41.66704
"3391",-98.5,39.76
"3392",-83.18101,35.31114
"3393",-121.87468,37.66243
"3394",NA,NA
"3395",NA,NA
"3396",NA,NA
"3397",NA,NA
"3398",NA,NA
"3399",NA,NA
"3400",3.66667,50.33333
"3401",NA,NA
"3402",NA,NA
"3403",-121.922515,36.549729
"3404",NA,NA
"3405",NA,NA
"3406",NA,NA
"3407",NA,NA
"3408",NA,NA
"3409",-82.582035,27.996097
"3410",NA,NA
"3411",-2.16667,51.83333
"3412",-89.75036,32.75041
"3413",NA,NA
"3414",NA,NA
"3415",-105.103179,40.164837
"3416",NA,NA
"3417",-81.117475,37.379876
"3418",NA,NA
"3419",NA,NA
"3420",NA,NA
"3421",NA,NA
"3422",-0.1278328,51.5072648
"3423",-85.073906,33.024347
"3424",NA,NA
"3425",NA,NA
"3426",-71.10832,42.36565
"3427",-106.651137,35.084491
"3428",NA,NA
"3429",NA,NA
"3430",NA,NA
"3431",NA,NA
"3432",NA,NA
"3433",NA,NA
"3434",NA,NA
"3435",-92.094583,32.502833
"3436",-111.931298,33.401395
"3437",-64.80186,46.11594
"3438",-86.13216,39.775092
"3439",NA,NA
"3440",NA,NA
"3441",NA,NA
"3442",0.55292,51.87819
"3443",NA,NA
"3444",-71.24783,42.06538
"3445",-84.092267,33.962979
"3446",NA,NA
"3447",NA,NA
"3448",-84.037859,33.960353
"3449",-82.493555,28.025451
"3450",-106.651137,35.084491
"3451",NA,NA
"3452",NA,NA
"3453",-75.16379,39.95234
"3454",-83.473754,42.445361
"3455",-71.435251,41.7917
"3456",-84.47405,33.844371
"3457",NA,NA
"3458",-84.449373,33.653443
"3459",NA,NA
"3460",-74.005973,40.714269
"3461",NA,NA
"3462",NA,NA
"3463",NA,NA
"3464",NA,NA
"3465",NA,NA
"3466",-84.847108,34.200787
"3467",-71.065287,42.382588
"3468",NA,NA
"3469",NA,NA
"3470",-76.12036,36.844004
"3471",-81.475796,31.628793
"3472",NA,NA
"3473",NA,NA
"3474",-121.803388,47.432251
"3475",-80.657969,41.104665
"3476",-90.04898,35.14953
"3477",-84.47405,33.844371
"3478",NA,NA
"3479",-84.176166,34.293049
"3480",NA,NA
"3481",-74.005973,40.714269
"3482",NA,NA
"3483",-90.07507,29.95465
"3484",-80.597878,35.115644
"3485",-90.205801,29.949674
"3486",NA,NA
"3487",NA,NA
"3488",NA,NA
"3489",-90.07507,29.95465
"3490",-80.122267,25.965092
"3491",-73.220989,40.80178
"3492",-43.2075,-22.90278
"3493",NA,NA
"3494",NA,NA
"3495",-84.481787,34.127398
"3496",NA,NA
"3497",NA,NA
"3498",-84.449373,33.653443
"3499",NA,NA
"3500",NA,NA
"3501",-80.329602,36.230211
"3502",NA,NA
"3503",NA,NA
"3504",NA,NA
"3505",NA,NA
"3506",NA,NA
"3507",-86.778098,36.165688
"3508",NA,NA
"3509",-85.676819,38.188962
"3510",NA,NA
"3511",NA,NA
"3512",NA,NA
"3513",-2,54
"3514",NA,NA
"3515",NA,NA
"3516",-89.792557,30.262109
"3517",-90.205801,29.949674
"3518",-81.949111,41.3056
"3519",32.4414,39.9499
"3520",-114.08529,51.05011
"3521",-84.47405,33.844371
"3522",-79.285944,35.563365
"3523",NA,NA
"3524",-111.59326,40.62106
"3525",NA,NA
"3526",-95.36327,29.76328
