"","lon","lat"
"1227",NA,NA
"1228",13.33333,47.33333
"1229",-106.651137,35.084491
"1230",-71.41617,42.38343
"1231",NA,NA
"1232",NA,NA
"1233",NA,NA
"1234",NA,NA
"1235",-90.574849,41.521038
"1236",NA,NA
"1237",NA,NA
"1238",NA,NA
"1239",NA,NA
"1240",4.34878,50.85045
"1241",NA,NA
"1242",NA,NA
"1243",NA,NA
"1244",6.08342,50.77664
"1245",NA,NA
"1246",-4,40
"1247",-97.10251,32.43347
"1248",-2,54
"1249",NA,NA
"1250",NA,NA
"1251",-73.992602,40.742185
"1252",-98.5,39.76
"1253",NA,NA
"1254",NA,NA
"1255",-79.4163,43.70011
"1256",-34.86306,-7.115
"1257",-80.19366,25.77427
"1258",NA,NA
"1259",-99.25061,31.25044
"1260",-72,4
"1261",-72,4
"1262",-91.5578,33.981735
"1263",-79.4163,43.70011
"1264",NA,NA
"1265",NA,NA
"1266",NA,NA
"1267",NA,NA
"1268",-94.598583,39.102404
"1269",-83.50018,32.75042
"1270",NA,NA
"1271",NA,NA
"1272",NA,NA
"1273",20,47
"1274",NA,NA
"1275",-123.003655,44.94878
"1276",NA,NA
"1277",NA,NA
"1278",NA,NA
"1279",NA,NA
"1280",-73.95347,40.71427
"1281",-95.309789,29.813142
"1282",-0.83333,39.33333
"1283",NA,NA
"1284",-0.13098,38.53816
"1285",7.62571,51.96236
"1286",-55,-10
"1287",-51.16278,-23.31028
"1288",NA,NA
"1289",-55,-10
"1290",-77.036366,38.895112
"1291",NA,NA
"1292",-99.12766,19.42847
"1293",15.273,37.08515
"1294",102,38
"1295",NA,NA
"1296",-3.83062,40.25038
"1297",-3.70256,40.4165
"1298",-0.70312,52.16045
"1299",-63.54086,8.12923
"1300",-4.5,37.6
"1301",NA,NA
"1302",NA,NA
"1303",NA,NA
"1304",-73.992602,40.742185
"1305",NA,NA
"1306",NA,NA
"1307",NA,NA
"1308",-112.07404,33.44838
"1309",NA,NA
"1310",139.69171,35.6895
"1311",NA,NA
"1312",NA,NA
"1313",NA,NA
"1314",NA,NA
"1315",NA,NA
"1316",-94.686315,30.577149
"1317",NA,NA
"1318",-117.373184,33.99504
"1319",-77.04692,38.80484
"1320",NA,NA
"1321",NA,NA
"1322",-71.10832,42.36565
"1323",NA,NA
"1324",NA,NA
"1325",NA,NA
"1326",NA,NA
"1327",NA,NA
"1328",NA,NA
"1329",NA,NA
"1330",NA,NA
"1331",-65.29712,-24.19456
"1332",NA,NA
"1333",NA,NA
"1334",NA,NA
"1335",NA,NA
"1336",-58.31667,-34.78333
"1337",NA,NA
"1338",NA,NA
"1339",NA,NA
"1340",-100.9828,22.14993
"1341",-80.632499,25.274354
"1342",NA,NA
"1343",-5.97613,37.38241
"1344",-118.021353,35.125624
"1345",-84.38798,33.749
"1346",NA,NA
"1347",-95.175938,31.223749
"1348",NA,NA
"1349",NA,NA
"1350",NA,NA
"1351",NA,NA
"1352",NA,NA
"1353",NA,NA
"1354",-112.177935,33.531753
"1355",-74.005973,40.714269
"1356",-75.15684,40.01317
"1357",-117.9145,33.83529
"1358",18.2667,57.05
"1359",NA,NA
"1360",NA,NA
"1361",NA,NA
"1362",-55,-10
"1363",NA,NA
"1364",NA,NA
"1365",-96.71914,17.07108
"1366",NA,NA
"1367",NA,NA
"1368",NA,NA
"1369",NA,NA
"1370",NA,NA
"1371",-83.50018,32.75042
"1372",-0.1278328,51.5072648
"1373",NA,NA
"1374",-117.156094,34.035582
"1375",NA,NA
"1376",NA,NA
"1377",NA,NA
"1378",NA,NA
"1379",NA,NA
"1380",1.29834,52.62783
"1381",-84.29631,33.77483
"1382",NA,NA
"1383",22,39
"1384",-71.414451,41.82275
"1385",-117.692883,35.590326
"1386",NA,NA
"1387",NA,NA
"1388",NA,NA
"1389",NA,NA
"1390",NA,NA
"1391",2,46
"1392",-81.717,27.8333
"1393",NA,NA
"1394",NA,NA
"1395",NA,NA
"1396",NA,NA
"1397",-83.58205,10.15594
"1398",NA,NA
"1399",NA,NA
"1400",NA,NA
"1401",-97.51643,35.46756
"1402",NA,NA
"1403",NA,NA
"1404",12.56553,55.67594
"1405",NA,NA
"1406",NA,NA
"1407",-81.39314,30.29469
"1408",NA,NA
"1409",-96.698886,33.019843
"1410",NA,NA
"1411",103.8,1.36667
"1412",NA,NA
"1413",NA,NA
"1414",NA,NA
"1415",NA,NA
"1416",-76.90567,40.27245
"1417",NA,NA
"1418",NA,NA
"1419",-3.70256,40.4165
"1420",NA,NA
"1421",77,20
"1422",16.92993,52.40692
"1423",-74.005973,40.714269
"1424",-112.37833,33.640996
"1425",NA,NA
"1426",-118.457852,33.979007
"1427",NA,NA
"1428",NA,NA
"1429",NA,NA
"1430",NA,NA
"1431",NA,NA
"1432",-0.1278328,51.5072648
"1433",NA,NA
"1434",NA,NA
"1435",NA,NA
"1436",NA,NA
"1437",NA,NA
"1438",2.3488,48.85341
"1439",-74.005973,40.714269
"1440",-46.63611,-23.5475
"1441",-111.50098,34.5003
"1442",NA,NA
"1443",46.72185,24.68773
"1444",NA,NA
"1445",NA,NA
"1446",NA,NA
"1447",NA,NA
"1448",NA,NA
"1449",NA,NA
"1450",-97.10251,32.43347
"1451",NA,NA
"1452",NA,NA
"1453",NA,NA
"1454",NA,NA
"1455",NA,NA
"1456",NA,NA
"1457",NA,NA
"1458",NA,NA
"1459",NA,NA
"1460",88.24131,25.85106
"1461",-64,-34
"1462",NA,NA
"1463",NA,NA
"1464",6.5882,48.01754
"1465",NA,NA
"1466",-81.00009,34.00043
"1467",NA,NA
"1468",NA,NA
"1469",-82.5001,28.75054
"1470",NA,NA
"1471",NA,NA
"1472",NA,NA
"1473",NA,NA
"1474",NA,NA
"1475",-58.58791,-34.7483
"1476",NA,NA
"1477",NA,NA
"1478",NA,NA
"1479",NA,NA
"1480",NA,NA
"1481",NA,NA
"1482",NA,NA
"1483",3.39583,6.45306
"1484",NA,NA
"1485",NA,NA
"1486",-71.026964,42.370567
"1487",-120.50139,44.00013
"1488",NA,NA
"1489",NA,NA
"1490",NA,NA
"1491",NA,NA
"1492",NA,NA
"1493",NA,NA
"1494",NA,NA
"1495",-1.4323,54.99859
"1496",121.0509,14.6488
"1497",NA,NA
"1498",NA,NA
"1499",NA,NA
"1500",-80.239996,25.728662
"1501",NA,NA
"1502",NA,NA
"1503",NA,NA
"1504",13.41377,52.5233
"1505",NA,NA
"1506",NA,NA
"1507",NA,NA
"1508",NA,NA
"1509",NA,NA
"1510",7.36667,45.13333
"1511",-77.995133,40.696298
"1512",NA,NA
"1513",-81.00009,34.00043
"1514",-82.5001,28.75054
"1515",NA,NA
"1516",-123.11934,49.24966
"1517",-73.992602,40.742185
"1518",NA,NA
"1519",NA,NA
"1520",55.17181,25.22231
"1521",-88.324481,33.682892
"1522",NA,NA
"1523",NA,NA
"1524",NA,NA
"1525",NA,NA
"1526",-84.258472,30.427753
"1527",-74.005973,40.714269
"1528",-150.00028,64.00028
"1529",NA,NA
"1530",-86.778098,36.165688
"1531",NA,NA
"1532",NA,NA
"1533",NA,NA
"1534",NA,NA
"1535",NA,NA
"1536",-76.16667,20.05
"1537",-77.02824,-12.04318
"1538",44,33
"1539",77.59369,12.97194
"1540",-95.992775,36.153982
"1541",NA,NA
"1542",-1.55822,39.1019
"1543",NA,NA
"1544",NA,NA
"1545",0.758745,51.439266
"1546",-73.992602,40.742185
"1547",NA,NA
"1548",NA,NA
"1549",18.2667,57.05
"1550",-79.409117,36.070864
"1551",NA,NA
"1552",NA,NA
"1553",-94.25055,46.25024
"1554",2,46
"1555",NA,NA
"1556",-116.272921,43.603768
"1557",-80.00032,35.50069
"1558",NA,NA
"1559",NA,NA
"1560",-91.8749,31.1801
"1561",10,0.16667
"1562",-74.18333,4.25
"1563",NA,NA
"1564",NA,NA
"1565",NA,NA
"1566",NA,NA
"1567",NA,NA
"1568",NA,NA
"1569",NA,NA
"1570",-87.650052,41.850033
"1571",NA,NA
"1572",NA,NA
"1573",-93.935765,30.15549
"1574",-79.58504,40.177571
"1575",NA,NA
"1576",NA,NA
"1577",NA,NA
"1578",NA,NA
"1579",NA,NA
"1580",NA,NA
"1581",NA,NA
"1582",NA,NA
"1583",-122.3144,49.13377
"1584",NA,NA
"1585",NA,NA
"1586",-82.5001,28.75054
"1587",NA,NA
"1588",-0.13947,50.82838
"1589",NA,NA
"1590",NA,NA
"1591",NA,NA
"1592",-2.69531,54.75844
"1593",NA,NA
"1594",NA,NA
"1595",-95.992775,36.153982
"1596",NA,NA
"1597",NA,NA
"1598",NA,NA
"1599",NA,NA
"1600",NA,NA
"1601",NA,NA
"1602",NA,NA
"1603",NA,NA
"1604",NA,NA
"1605",-89.40731,40.70365
"1606",NA,NA
"1607",NA,NA
"1608",NA,NA
"1609",-116.97212,32.50223
"1610",NA,NA
"1611",-85.629101,42.984226
"1612",NA,NA
"1613",-76.81775,39.092053
"1614",-94.860299,40.277742
"1615",78.45636,17.38405
"1616",NA,NA
"1617",NA,NA
"1618",NA,NA
"1619",-74.005973,40.714269
"1620",-95.46836,30.136972
"1621",19.5,47.75
"1622",-1.51556,51.41513
"1623",NA,NA
"1624",-0.2416701,52.5738875
"1625",NA,NA
"1626",-117.9609,34.08529
"1627",NA,NA
"1628",NA,NA
"1629",17,52.25
"1630",-80.1938889,25.7738889
"1631",-83.50018,32.75042
"1632",NA,NA
"1633",-118.021353,35.125624
"1634",-95.63856,31.185738
"1635",NA,NA
"1636",-118.248405,33.973951
"1637",151.20732,-33.86785
"1638",-44.88389,-20.13889
"1639",NA,NA
"1640",153.02809,-27.46794
"1641",NA,NA
"1642",-97.507599,35.58672
"1643",NA,NA
"1644",NA,NA
"1645",-81.51675,37.06803
"1646",NA,NA
"1647",16.40626,-78.15856
"1648",NA,NA
"1649",NA,NA
"1650",NA,NA
"1651",NA,NA
"1652",34.1806,39.335
"1653",77,20
"1654",-74.9384,42.1497
"1655",-86.78444,36.16589
"1656",NA,NA
"1657",-82.582035,27.996097
"1658",NA,NA
"1659",NA,NA
"1660",-122.201521,47.446982
"1661",NA,NA
"1662",-105.115977,39.744773
"1663",-98.50063,38.50029
"1664",NA,NA
"1665",151.20732,-33.86785
"1666",-106.00085,34.50034
"1667",-80.200493,36.111102
"1668",NA,NA
"1669",-98.5,39.76
"1670",NA,NA
"1671",NA,NA
"1672",NA,NA
"1673",NA,NA
"1674",NA,NA
"1675",NA,NA
"1676",24,-29
"1677",-102,23
"1678",NA,NA
"1679",-118.021353,35.125624
"1680",11.57549,48.13743
"1681",28.32225,37.91631
"1682",2.3488,48.85341
"1683",28.14981,-32.33083
"1684",-95.309789,29.813142
"1685",-87.650052,41.850033
"1686",10.5,51.5
"1687",NA,NA
"1688",NA,NA
"1689",NA,NA
"1690",NA,NA
"1691",NA,NA
"1692",NA,NA
"1693",NA,NA
"1694",NA,NA
"1695",NA,NA
"1696",NA,NA
"1697",NA,NA
"1698",NA,NA
"1699",-98.5,39.76
"1700",-99.25061,31.25044
"1701",33,2
"1702",-87.45141,39.6217
"1703",-90.205801,29.949674
"1704",NA,NA
"1705",-74.093323,40.623632
"1706",-73.992602,40.742185
"1707",NA,NA
"1708",-118.021353,35.125624
"1709",2,46
"1710",NA,NA
"1711",-118.248405,33.973951
"1712",NA,NA
"1713",NA,NA
"1714",-3.0041751,53.6475988
"1715",NA,NA
"1716",28.94966,41.01384
"1717",NA,NA
"1718",108.28333,15.83333
"1719",NA,NA
"1720",NA,NA
"1721",-100.38333,20.6
"1722",NA,NA
"1723",NA,NA
"1724",NA,NA
"1725",-71.414451,41.82275
"1726",-95.605693,29.620312
"1727",6.01815,47.24878
"1728",NA,NA
"1729",-98.5,39.76
"1730",-48.50444,-1.45583
"1731",-57.63591,-25.30066
"1732",-77.61556,43.15478
"1733",NA,NA
"1734",2.34363,48.84869
"1735",NA,NA
"1736",-97.43948,35.22257
"1737",NA,NA
"1738",-74.49987,40.16706
"1739",NA,NA
"1740",NA,NA
"1741",NA,NA
"1742",NA,NA
"1743",5.38107,43.29695
"1744",-92.0032,34.22843
"1745",NA,NA
"1746",-86.2604,39.8647
"1747",-5.90858,54.65983
"1748",NA,NA
"1749",-60,-36
"1750",NA,NA
"1751",-84.18382,36.33008
"1752",-1.61396,54.97328
"1753",33,2
"1754",-92.161281,43.198027
"1755",NA,NA
"1756",NA,NA
"1757",-86.23858,33.15845
"1758",NA,NA
"1759",-117.692883,35.590326
"1760",NA,NA
"1761",-110.95749,29.0971
"1762",NA,NA
"1763",NA,NA
"1764",-86.25027,40.00032
"1765",-97.249071,35.51876
"1766",-123.080181,44.067988
"1767",NA,NA
"1768",NA,NA
"1769",NA,NA
"1770",NA,NA
"1771",-74.813557,40.32863
"1772",NA,NA
"1773",NA,NA
"1774",-49.27306,-25.42778
"1775",-104.946561,39.899671
"1776",NA,NA
"1777",NA,NA
"1778",NA,NA
"1779",-83.00018,40.25034
"1780",-98.5,39.76
"1781",-77.659763,43.151633
"1782",NA,NA
"1783",NA,NA
"1784",NA,NA
"1785",-0.39602,51.65531
"1786",NA,NA
"1787",NA,NA
"1788",NA,NA
"1789",NA,NA
"1790",NA,NA
"1791",-98.5,39.76
"1792",NA,NA
"1793",-75.958711,40.336242
"1794",NA,NA
"1795",-98.5,39.76
"1796",-81.047652,29.194
"1797",NA,NA
"1798",NA,NA
"1799",NA,NA
"1800",NA,NA
"1801",NA,NA
"1802",NA,NA
"1803",NA,NA
"1804",-118.021353,35.125624
"1805",NA,NA
"1806",37.5,55.75
"1807",-76.90567,40.27245
"1808",NA,NA
"1809",NA,NA
"1810",-98.5,39.76
"1811",-82.5001,28.75054
"1812",NA,NA
"1813",-64,11
"1814",-72.927507,41.365709
"1815",NA,NA
"1816",NA,NA
"1817",-83.9876,9.90644
"1818",NA,NA
"1819",-66,8
"1820",-90.574849,41.521038
"1821",25,43
"1822",NA,NA
"1823",-78.660551,33.838529
"1824",NA,NA
"1825",NA,NA
"1826",NA,NA
"1827",NA,NA
"1828",-105.50083,39.00027
"1829",47.5,40.5
"1830",NA,NA
"1831",NA,NA
"1832",NA,NA
"1833",NA,NA
"1834",-66,8
"1835",-80.289495,25.82232
"1836",NA,NA
"1837",NA,NA
"1838",NA,NA
"1839",NA,NA
"1840",-83.50018,32.75042
"1841",NA,NA
"1842",-74.005973,40.714269
"1843",NA,NA
"1844",NA,NA
"1845",-111.931298,33.401395
"1846",-2.69531,54.75844
"1847",NA,NA
"1848",-74.693953,40.343625
"1849",NA,NA
"1850",-121.37854,38.6025
"1851",NA,NA
"1852",NA,NA
"1853",2.5,48.5
"1854",-90.44341,38.64068
"1855",NA,NA
"1856",-79.027082,35.908705
"1857",-118.021353,35.125624
"1858",-2.69531,54.75844
"1859",-74.65682,40.34285
"1860",4.71667,49.76667
"1861",NA,NA
"1862",NA,NA
"1863",-97.44451,35.208566
"1864",NA,NA
"1865",-2.86489,53.75433
"1866",-89.990415,35.169255
"1867",NA,NA
"1868",-117.692883,35.590326
"1869",-3.74569,40.38897
"1870",NA,NA
"1871",NA,NA
"1872",NA,NA
"1873",NA,NA
"1874",NA,NA
"1875",-71.026964,42.370567
"1876",-71.177998,42.372596
"1877",-71.026964,42.370567
"1878",-118.248405,33.973951
"1879",-75.49992,39.00039
"1880",-71,-30
"1881",NA,NA
"1882",NA,NA
"1883",-79.4163,43.70011
"1884",-84.47405,33.844371
"1885",NA,NA
"1886",NA,NA
"1887",NA,NA
"1888",NA,NA
"1889",-90.25,15.5
"1890",-87.68005,41.65726
"1891",NA,NA
"1892",NA,NA
"1893",NA,NA
"1894",NA,NA
"1895",-89.75036,32.75041
"1896",-85.50033,44.25029
"1897",3.66667,50.33333
"1898",-85.676819,38.188962
"1899",NA,NA
"1900",-74.9384,42.1497
"1901",-0.57427,51.23536
"1902",NA,NA
"1903",-79.4163,43.70011
"1904",2.3488,48.85341
"1905",-90.25,15.5
"1906",35.20329,31.92157
"1907",NA,NA
"1908",-79.4163,43.70011
"1909",-113.64258,60.10867
"1910",NA,NA
"1911",-84.47405,33.844371
"1912",76.5333,27.45
"1913",NA,NA
"1914",-90.25,15.5
"1915",-99.12766,19.42847
"1916",NA,NA
"1917",NA,NA
"1918",-101,21
"1919",-85.50033,44.25029
"1920",-77.684264,43.286024
"1921",-90.455381,30.533587
"1922",NA,NA
"1923",NA,NA
"1924",-149.855702,61.220018
"1925",NA,NA
"1926",NA,NA
"1927",NA,NA
"1928",NA,NA
"1929",NA,NA
"1930",NA,NA
"1931",NA,NA
"1932",NA,NA
"1933",-55,-10
"1934",10.5,51.5
"1935",-98.5,39.76
"1936",NA,NA
"1937",-98.5,39.76
"1938",-86.13216,39.775092
"1939",NA,NA
"1940",NA,NA
"1941",0.3665169,51.7816441
"1942",-4.72372,41.65518
"1943",-48.51639,-16.74194
"1944",NA,NA
"1945",NA,NA
"1946",NA,NA
"1947",NA,NA
"1948",NA,NA
"1949",12.83333,42.83333
"1950",0,0
"1951",NA,NA
"1952",NA,NA
"1953",-73.24532,41.79249
"1954",NA,NA
"1955",NA,NA
"1956",NA,NA
"1957",NA,NA
"1958",NA,NA
"1959",NA,NA
"1960",NA,NA
"1961",NA,NA
"1962",7.1002,50.73616
"1963",-97.507599,35.58672
"1964",-86.80249,33.520661
"1965",-98.5,39.76
"1966",NA,NA
"1967",NA,NA
"1968",7.5,48.5
"1969",NA,NA
"1970",NA,NA
"1971",NA,NA
"1972",24.10589,56.946
"1973",NA,NA
"1974",NA,NA
"1975",36.81667,-1.28333
"1976",NA,NA
"1977",NA,NA
"1978",-42.80194,-5.08917
"1979",NA,NA
"1980",NA,NA
"1981",-81.779423,28.584025
"1982",NA,NA
"1983",-84.67659,32.87152
"1984",NA,NA
"1985",NA,NA
"1986",-0.1278328,51.5072648
"1987",-97.562817,35.491608
"1988",-69.699755,44.250575
"1989",NA,NA
"1990",NA,NA
"1991",NA,NA
"1992",-80.200493,36.111102
"1993",NA,NA
"1994",-74.49987,40.16706
"1995",-119.867401,35.27822
"1996",-115.206969,36.301068
"1997",-115.206969,36.301068
"1998",NA,NA
"1999",-122.783159,38.450412
"2000",NA,NA
"2001",-74.005973,40.714269
"2002",NA,NA
"2003",NA,NA
"2004",NA,NA
"2005",-113.64258,60.10867
"2006",NA,NA
"2007",NA,NA
"2008",NA,NA
"2009",-0.13098,38.53816
"2010",-117.769442,33.640302
"2011",NA,NA
"2012",NA,NA
"2013",70,30
"2014",NA,NA
"2015",NA,NA
"2016",-97.44451,35.208566
"2017",NA,NA
"2018",-60,-36
"2019",NA,NA
"2020",-0.1278328,51.5072648
"2021",-97.507599,35.58672
"2022",NA,NA
"2023",NA,NA
"2024",NA,NA
"2025",-83.177625,42.310037
"2026",NA,NA
"2027",-118.248405,33.973951
"2028",NA,NA
"2029",-3.70256,40.4165
"2030",NA,NA
"2031",NA,NA
"2032",NA,NA
"2033",9.14062,48.69096
"2034",NA,NA
"2035",-118.24368,34.05223
"2036",NA,NA
"2037",NA,NA
"2038",NA,NA
"2039",-97.44451,35.208566
"2040",NA,NA
"2041",NA,NA
"2042",NA,NA
"2043",NA,NA
"2044",NA,NA
"2045",-0.9673727,51.4580216
"2046",NA,NA
"2047",NA,NA
"2048",NA,NA
"2049",NA,NA
"2050",NA,NA
"2051",NA,NA
"2052",NA,NA
"2053",NA,NA
"2054",NA,NA
"2055",NA,NA
"2056",NA,NA
"2057",28.94966,41.01384
"2058",NA,NA
"2059",NA,NA
"2060",NA,NA
"2061",NA,NA
"2062",NA,NA
"2063",NA,NA
"2064",NA,NA
"2065",NA,NA
"2066",NA,NA
"2067",-120.50139,44.00013
"2068",-92.0004,31.00047
"2069",-43.3971,-22.86228
"2070",-102.354346,31.765163
"2071",NA,NA
"2072",NA,NA
"2073",135.36667,34.46667
"2074",NA,NA
"2075",NA,NA
"2076",NA,NA
"2077",NA,NA
"2078",NA,NA
"2079",-76.1496,45.1953
"2080",NA,NA
"2081",NA,NA
"2082",NA,NA
"2083",NA,NA
"2084",NA,NA
"2085",NA,NA
"2086",11.87691,43.46139
"2087",NA,NA
"2088",25,43
"2089",NA,NA
"2090",NA,NA
"2091",-118.248405,33.973951
"2092",-71.026964,42.370567
"2093",NA,NA
"2094",NA,NA
"2095",NA,NA
"2096",NA,NA
"2097",NA,NA
"2098",-81.23304,42.98339
"2099",NA,NA
"2100",-81.23304,42.98339
"2101",-84.49983,49.25014
"2102",-86.257817,32.356988
"2103",-70.76671,42.15843
"2104",NA,NA
"2105",NA,NA
"2106",NA,NA
"2107",NA,NA
"2108",-78.359228,40.534017
"2109",-75.327282,39.890962
"2110",-116.20345,43.6135
"2111",NA,NA
"2112",-83.50018,32.75042
"2113",-117.170912,32.724103
"2114",NA,NA
"2115",-84.38798,33.749
"2116",NA,NA
"2117",-82.19265,38.81453
"2118",-74.49987,40.16706
"2119",NA,NA
"2120",NA,NA
"2121",-84.243599,33.614723
"2122",-42.80194,-5.08917
"2123",-84.47405,33.844371
"2124",NA,NA
"2125",-80.209454,26.251573
"2126",-84.47405,33.844371
"2127",10,62
"2128",NA,NA
"2129",NA,NA
"2130",NA,NA
"2131",NA,NA
"2132",NA,NA
"2133",-84.291723,33.772554
"2134",-76.93692,38.98067
"2135",NA,NA
"2136",-87.650052,41.850033
"2137",-74.49987,40.16706
"2138",11.07752,49.45421
"2139",NA,NA
"2140",-77.036366,38.895112
"2141",NA,NA
"2142",-98.5,39.76
"2143",-94.598583,39.102404
"2144",-84.47405,33.844371
"2145",NA,NA
"2146",NA,NA
"2147",NA,NA
"2148",-97.771258,30.326374
"2149",NA,NA
"2150",-78.48056,35.78765
"2151",-84.549933,33.952602
"2152",NA,NA
"2153",-84.4762,34.24393
"2154",-84.47405,33.844371
"2155",-84.47405,33.844371
"2156",NA,NA
"2157",-77.593527,43.225497
"2158",-81.493973,31.180919
"2159",NA,NA
"2160",NA,NA
"2161",-98.5,39.76
"2162",NA,NA
"2163",-77.684264,43.286024
"2164",-71.77786,43.41202
"2165",-97.771258,30.326374
"2166",NA,NA
"2167",NA,NA
"2168",NA,NA
"2169",NA,NA
"2170",NA,NA
"2171",NA,NA
"2172",NA,NA
"2173",NA,NA
"2174",-79.4163,43.70011
"2175",NA,NA
"2176",-84.53822,39.166759
"2177",-0.0607,51.41749
"2178",-84.47405,33.844371
"2179",-73.94958,40.6501
"2180",NA,NA
"2181",NA,NA
"2182",-83.00018,40.25034
"2183",NA,NA
"2184",-84.47405,33.844371
"2185",-3.0041751,53.6475988
"2186",NA,NA
"2187",-77.684264,43.286024
"2188",NA,NA
"2189",-77.684264,43.286024
"2190",NA,NA
"2191",-86.2604,39.8647
"2192",NA,NA
"2193",-74.005973,40.714269
"2194",-123.080181,44.067988
"2195",NA,NA
"2196",NA,NA
"2197",NA,NA
"2198",NA,NA
"2199",NA,NA
"2200",NA,NA
"2201",-100.31846,25.67506
"2202",-79.470809,40.361371
"2203",-86.778098,36.165688
"2204",NA,NA
"2205",NA,NA
"2206",-84.597433,34.03384
"2207",-75.469236,40.602658
"2208",-75.469236,40.602658
"2209",-84.38798,33.749
"2210",NA,NA
"2211",NA,NA
"2212",-110.89973,27.91818
"2213",10.5,51.5
"2214",-79.409117,36.070864
"2215",-85.171591,34.241733
"2216",NA,NA
"2217",-122.315131,47.82093
"2218",NA,NA
"2219",-81.983391,33.354751
"2220",-75.469236,40.602658
"2221",-91.061494,30.370363
"2222",NA,NA
"2223",NA,NA
"2224",-111.583739,33.32865
"2225",NA,NA
"2226",NA,NA
"2227",NA,NA
"2228",NA,NA
"2229",NA,NA
"2230",3.47717,6.44632
"2231",NA,NA
"2232",NA,NA
"2233",-104.946561,39.899671
"2234",NA,NA
"2235",-84.47405,33.844371
"2236",-73.989319,40.694481
"2237",-96.71914,17.07108
"2238",-152.23214,57.5789
"2239",NA,NA
"2240",27.5,-21
"2241",NA,NA
"2242",NA,NA
"2243",NA,NA
"2244",-81.891402,33.497106
"2245",NA,NA
"2246",NA,NA
"2247",NA,NA
"2248",-84.47405,33.844371
"2249",-77.036366,38.895112
"2250",-0.70312,52.16045
"2251",51.52245,25.27932
"2252",-65.2226,-26.82414
"2253",-100.50528,27.02549
"2254",3.39583,6.45306
"2255",-83.50018,32.75042
"2256",NA,NA
"2257",NA,NA
"2258",NA,NA
"2259",NA,NA
"2260",-83.013402,40.100924
"2261",NA,NA
"2262",NA,NA
"2263",NA,NA
"2264",-85.589127,38.221181
"2265",NA,NA
"2266",-78.542142,38.237319
"2267",-84.47405,33.844371
"2268",-121.803388,47.432251
"2269",NA,NA
"2270",NA,NA
"2271",NA,NA
"2272",-73.992602,40.742185
"2273",NA,NA
"2274",-84.47405,33.844371
"2275",NA,NA
"2276",-84.47405,33.844371
"2277",NA,NA
"2278",-84.47405,33.844371
"2279",NA,NA
"2280",NA,NA
"2281",-73.992602,40.742185
"2282",-122.33207,47.60621
"2283",NA,NA
"2284",-71.026964,42.370567
"2285",-71.026964,42.370567
"2286",NA,NA
"2287",-84.037859,33.960353
"2288",NA,NA
"2289",NA,NA
"2290",NA,NA
"2291",-97.258997,37.651974
"2292",-84.47405,33.844371
"2293",-84.47405,33.844371
"2294",-87.222516,30.428781
"2295",-84.47405,33.844371
"2296",-71.264197,41.58523
"2297",NA,NA
"2298",8.47955,49.49671
"2299",88.36304,22.56263
"2300",NA,NA
"2301",-83.613714,41.376449
"2302",NA,NA
"2303",-84.037859,33.960353
"2304",NA,NA
"2305",-84.54277,39.19553
"2306",-84.47405,33.844371
"2307",NA,NA
"2308",-99.25061,31.25044
"2309",-87.569174,33.209841
"2310",31.0292,-29.8579
"2311",-98.5,39.76
"2312",NA,NA
"2313",NA,NA
"2314",NA,NA
"2315",-84.38798,33.749
"2316",-72.66648,41.66704
"2317",153.3262,-29.4152
"2318",NA,NA
"2319",-84.47405,33.844371
"2320",-84.47405,33.844371
"2321",-84.47405,33.844371
"2322",NA,NA
"2323",-124.00706,45.00622
"2324",-92.0004,31.00047
"2325",-84.14686,33.44734
"2326",-63.05,18.21667
"2327",-74.005973,40.714269
"2328",-82.582035,27.996097
"2329",NA,NA
"2330",NA,NA
"2331",NA,NA
"2332",-97.562817,35.491608
"2333",-83.50018,32.75042
"2334",-76.90567,40.27245
"2335",NA,NA
"2336",NA,NA
"2337",NA,NA
"2338",NA,NA
"2339",NA,NA
"2340",NA,NA
"2341",NA,NA
"2342",-80.31787,39.3687
"2343",NA,NA
"2344",NA,NA
"2345",NA,NA
"2346",NA,NA
"2347",NA,NA
"2348",NA,NA
"2349",-61.9267,-23.4933
"2350",NA,NA
"2351",NA,NA
"2352",NA,NA
"2353",NA,NA
"2354",NA,NA
"2355",NA,NA
"2356",NA,NA
"2357",-1,52.66667
"2358",145.7015,15.1355
"2359",-98.5,39.76
"2360",-1.61396,54.97328
"2361",NA,NA
"2362",NA,NA
"2363",NA,NA
"2364",-82.523909,27.402542
"2365",-38.51083,-12.97111
"2366",NA,NA
"2367",NA,NA
"2368",NA,NA
"2369",NA,NA
"2370",-0.70312,52.16045
"2371",26,64
"2372",NA,NA
"2373",-122.111126,37.052748
"2374",NA,NA
"2375",NA,NA
"2376",-84.38798,33.749
"2377",17.58723,48.3774
"2378",-113.64258,60.10867
"2379",45,25
"2380",-92.50046,38.25031
"2381",-73.62664,4.142
"2382",-117.852006,33.787874
"2383",-98.5,39.76
"2384",54,24
"2385",NA,NA
"2386",NA,NA
"2387",NA,NA
"2388",-98.5,39.76
"2389",NA,NA
"2390",-98.5,39.76
"2391",-77.036366,38.895112
"2392",-83.01654,42.30008
"2393",-73.220989,40.80178
"2394",75.78781,26.91962
"2395",-90.31597,44.94636
"2396",NA,NA
"2397",105,35
"2398",-85.676819,38.188962
"2399",NA,NA
"2400",NA,NA
"2401",-77.036366,38.895112
